gene,logp
o1639,0
o163,0.00208408122641635
o1641,0
o1642,0
o1643,0.0474293187668108
o1644,0
o1645,0
o1646,0
o1647,0.000981203969040782
o1648,0
o1649,0
o164,0.0248078532477668
o1650,0
o1651,4.32902428823435
o1652,0
o1653,0
o1654,0
o1655,0
o1656,0
o1657,0
o1658,0
o1659,0
o165,0
o1660,0
o1661,1.65439314537365
o1662,0.452119744015815
o1663,0
o1664,0
o1665,0.000849619173205433
o1666,0.541409255741112
o1667,0
o1668,0
o1669,0.538835277079206
o166,0
o1670,0.0147132029424309
o1671,0
o1672,0
o1673,0
o1674,0
o1675,0
o1676,0
o1677,0
o1678,0
o167,0
o1680,0
o1681,0
o1682,0.0226675698582144
o1683,0.0223571281882404
o1684,0
o1685,0
o1686,0.309407329032713
o1687,0
o1688,0
o1689,2.03387838683663
o168,0.317830524124837
o1690,0
o1691,0
o1692,0
o1693,1.33360545822586
o1694,0
o1695,2.54825753843159
o1696,0
o1698,0
o1699,0
o169,0
o16,0
o1700,0
o1701,0
o1702,0
o1703,0
o1704,0
o1705,0
o1706,0.00147263607326864
o1707,0
o1708,0
o1709,0
o170,0
o1710,0
o1711,0
o1712,2.28692450145445
o1713,0
o1714,0
o1715,3.86919248289668
o1716,0
o1717,0
o1718,0
o1719,0
o171,0
o1720,0
o1721,1.61300672614004
o1722,0.0619711267296259
o1723,0.664579973189447
o1724,0
o1725,0
o1726,0
o1728,0
o1729,0
o172,0
o1730,0.000693586829875379
o1732,0
o1733,0
o1734,0
o1735,0
o1737,0
o1739,0
o1740,0
o1741,0
o1742,0
o1743,0
o1745,0
o1746,0
o1747,0
o1749,0.00282424860037313
o174,0
o1750,0.00183746794782748
o1751,0.411571379356992
o1752,7.17364013675815
o1753,0
o1754,0
o1755,0
o1756,0
o1757,0.000981203976020569
o1758,0.330897820824839
o1759,0.16524857384322
o175,4.66602467905305
o1760,0
o1761,0.109644294220251
o1762,0
o1764,0.496235830533227
o1765,0
o1766,0
o1767,0
o1768,0
o1769,0.417848954248365
o176,0.00322536640968873
o1770,0
o1771,0
o1773,0
o1774,0
o1775,0
o1776,0
o1777,0.00485328256351481
o1778,0
o1779,0
o177,0.219387787054114
o1780,0.00299109056861567
o1781,0
o1782,0.000981203969040782
o1783,0
o1784,0
o1785,0
o1786,0
o1787,0.00120202916374747
o1788,0
o1789,0
o178,0.0416073025023317
o1790,0
o1791,0.0996846000870846
o1792,0
o1793,0
o1794,0.00202522644404779
o1795,0
o1796,4.91353107209261
o1797,0.000849619171191163
o1798,0
o1799,0
o179,0
o17,0
o1800,1.22790639194337
o1801,0.144843047451683
o1803,0
o1805,0
o1806,0
o1807,0
o1808,0
o1809,0
o180,0.000693586810146689
o1810,0
o1811,0.00329980267139084
o1812,0.00109716543268023
o1813,0
o1814,0
o1815,0.00230462000099583
o1816,0
o1817,0
o1818,0
o1819,0.0230866973186628
o181,0
o1820,0
o1821,0
o1822,0
o1823,0
o1824,0
o1825,0
o1826,0.00109716543111909
o1827,0
o1828,0.00440528044517656
o1829,0
o182,0
o1830,0
o1831,0
o1833,0
o1835,0
o1836,0.00109716543111909
o1837,0.0355634711729353
o1838,0
o1839,0
o183,0
o1840,0
o1841,0
o1842,0
o1843,0.377365706478897
o1844,0
o1845,0
o1846,0
o1847,0
o1848,0
o1849,0
o184,0
o1850,0
o1851,0
o1852,0.00414888174302468
o1853,0
o1854,0
o1855,0
o1856,0
o1857,0
o1858,0
o1859,0
o185,0.393289829866768
o1860,0
o1861,0.747839144955085
o1862,0.343853861623507
o1863,0
o1864,0
o1865,0
o1866,0
o1867,0
o1868,0
o1869,0
o1870,0
o1871,0
o1872,0
o1873,0
o1874,0
o1875,0
o1876,0
o1877,0
o1878,0
o1879,0
o1880,0
o1881,0
o1882,0
o1883,0
o1885,0
o1886,0
o1887,0
o1888,2.4189083144655
o1889,0
o188,0
o1890,0
o1892,0
o1893,1.33530662373228
o1894,0.0264700252940289
o1895,0
o1896,0.918926393878271
o1897,0
o1898,0
o1899,0
o18,0
o1900,0.269180892101514
o1901,0
o1903,0
o1904,0
o1905,0
o1906,0.000981203976020569
o1907,0
o1908,0
o1909,0
o190,0.000693586810146689
o1911,0
o1912,0
o1913,0.456825860377039
o1914,7.86446063645823
o1916,0
o1917,0.00329980267139084
o1919,0
o191,0
o1920,0.861230236018371
o1921,0
o1922,0
o1923,0
o1924,0
o1926,0
o1927,0
o1928,0
o1929,0.416849282670275
o192,0
o1931,0
o1932,0
o1933,0
o1934,0
o1935,0
o1936,0
o1937,0
o1938,0
o1939,0
o1940,0
o1941,0
o1942,0
o1943,0
o1944,0
o1945,0
o1946,0
o1947,0
o1948,0
o1949,0
o1950,0
o1952,0
o1953,0.133084222715463
o1954,0.000490325370224347
o1955,0
o1956,0.000490325370224347
o1957,0
o1958,0
o1959,0
o195,0.35410006186431
o1960,0
o1961,7.23673258995299
o1962,0
o1964,0
o1966,0
o1967,0
o1968,2.11043402194585
o1969,0
o196,0
o1970,0
o1971,0
o1973,0
o1974,0
o1975,0
o1977,0
o1978,0
o1979,0
o197,0
o1980,0
o1981,0
o1982,0
o1983,0
o1984,0
o1985,0
o1986,0
o1987,0
o1988,0
o1989,0
o198,0
o1990,0.000490325370224347
o1992,0.000849619171191163
o1993,0
o1994,0
o1995,0
o1996,0
o1997,0
o1998,0
o1999,0
o199,0.317077215062697
o19,0
o1,0
o2000,0
o2001,0
o2002,0
o2003,0
o2004,0
o2005,0
o2006,0
o2007,0
o2008,0
o2009,0
o200,0
o2010,0
o2011,0
o2012,0
o2013,0
o2014,0.584588357881488
o2015,0.221188842929728
o2016,0
o2017,0
o2018,0
o2019,0.00250596302746007
o201,0
o2020,2.04566196383794
o2021,0.0179808784472719
o2022,0.0550804637086488
o2023,0
o2024,0
o2025,0
o2026,0
o2027,0
o2029,0
o202,0
o2030,0
o2031,0
o2032,0
o2033,0
o2034,0
o2035,0
o2036,0
o2037,0
o2038,0
o203,0.21691014413777
o2040,0
o2041,0
o2042,0
o2043,5.39876034601568
o2044,0
o2045,0
o2046,0
o2047,0
o2048,0
o2049,0.000490325370224347
o204,0
o2050,0
o2051,0
o2052,0
o2053,0
o2054,0
o2055,0.00177049257909684
o2056,0
o2057,0
o2058,0
o205,0
o2060,0
o2061,0.00351376549567037
o2062,0
o2063,0
o2064,0
o2065,0
o2066,0.000490325370224347
o2067,0
o2068,0.429009782466517
o2069,0
o2070,0
o2071,0
o2072,0
o2073,0
o2074,0
o2075,0
o2076,0
o2077,0
o2078,0
o2079,0
o207,0
o2080,0
o2081,0
o2082,0
o2083,0
o2084,0.000490325370224347
o2085,0
o2086,0
o2087,0
o2088,0
o2089,0
o208,0.0470774591951202
o2091,0.120594714450207
o2092,0
o2093,0.0974925422967276
o2095,0
o2096,2.93977750103065
o2097,0
o2099,0
o209,0
o20,0
o2100,0
o2101,0.00562342498643748
o2102,0.358722008222774
o2104,0
o2105,0
o2106,0
o2107,0.00368269135200808
o2108,0.239273809265214
o2109,0
o210,0
o2111,0.314641551845065
o2112,0
o2113,4.63528331957371
o2114,0
o2116,0.494461966021611
o2117,0
o2118,0
o2119,0.0208950610526121
o211,0
o2122,0
o2123,0.000490325377196153
o2124,0
o2125,0
o2126,0
o2128,0
o2129,0.0325153685445183
o212,0
o2130,0.281209257742945
o2131,0
o2132,0
o2133,0.468725227769183
o2134,0
o2135,0
o2136,0.432526212269705
o2137,0
o2138,0
o2139,0.159300229437444
o213,0
o2141,0
o2142,0
o2143,0.0206970107052115
o2144,0
o2145,0
o2146,0
o2147,0
o2148,0
o2149,0
o214,0
o2150,0
o2151,0
o2152,0
o2155,0.33123433657407
o2156,0
o2157,0
o2158,0
o2159,0
o215,0
o2160,0
o2161,0
o2162,0
o2164,0
o2165,0
o2166,0
o2167,0.146368393031405
o2168,0
o2169,0
o216,0
o2171,0.0058789415379861
o2172,0
o2173,0.339154668040732
o2174,0
o2175,0
o2176,0
o2177,0
o2178,0
o2179,0
o217,0
o2180,0.254564856966439
o2181,0
o2182,0.101235327167916
o2183,0
o2184,0
o2185,0
o2186,0
o2187,0
o2188,0
o218,0.362285832703657
o2190,0
o2191,0.0127826252142444
o2192,0
o2193,0
o2194,0
o2195,6.11249264532354
o2196,0.379522694764442
o2197,0
o2198,0
o2199,0
o219,0
o21,0
o2200,0
o2201,0
o2202,6.93268817125874
o2203,0
o2204,0
o2205,3.2607001255134
o2207,0
o2208,0.124917342519457
o2209,0
o220,0
o2210,0
o2212,0
o2213,0
o2214,0.0027809903413823
o2215,0
o2216,0
o2217,0
o2218,0
o2219,0
o221,5.54300944515265
o2220,0
o2223,0
o2224,2.52289055306711
o2225,0
o2226,0
o2227,0
o2228,0
o2229,0
o222,0.0966176558367693
o2230,0
o2231,0
o2232,0.00177049257909684
o2234,0
o2236,0
o2237,0
o2238,0
o2239,0
o223,0
o2240,0
o2241,0
o2242,0
o2243,0
o2244,0.370725206942949
o2245,0
o2247,0
o2248,0
o224,0
o2250,0
o2251,0.29934152839536
o2252,0.044022477364648
o2253,0
o2254,0
o2255,0
o2256,0.289380127637484
o2257,0
o2258,0
o2259,0
o225,0.000981203976020569
o2260,0
o2261,3.09087621001007
o2262,0
o2263,0
o2264,0
o2265,0
o2266,0
o2267,0
o2268,0
o2269,0
o226,0
o2271,0
o2272,0
o2274,0
o2275,0
o2276,0
o2278,0.984730668805945
o2279,0
o227,0
o2280,0
o2281,0
o2282,0
o2283,0
o2284,0
o2285,0.29097661318226
o2286,0
o2287,0
o2288,0
o2289,0
o2290,0
o2291,0
o2292,0
o2293,0.00109716543111909
o2294,0
o2295,0
o2296,0
o2297,0
o2298,0
o2299,0
o229,0
o22,0
o2300,0
o2301,5.54617551419013
o2302,0
o2303,0
o2304,0
o2305,0
o2306,0
o2307,0
o2308,0
o2309,0
o230,0
o2310,0
o2311,3.62404899617021
o2313,0
o2314,0
o2315,0
o2316,0
o2317,0.34628850350118
o2318,2.9433173114087
o2319,0
o231,0
o2320,2.67787556092149
o2321,0
o2322,0
o2324,0
o2325,0
o2326,0.574420215356351
o2327,0
o2328,0
o2329,0
o232,0
o2330,0
o2331,0.513516486748114
o2332,0.146237141972111
o2333,0
o2334,0
o2335,0
o2336,0
o2337,0
o2338,0
o2339,0
o233,0.497377812953583
o2340,0.332246851476698
o2341,0
o2342,0.000693586810146689
o2343,0
o2344,1.97456093884074
o2345,0
o2346,0.00833718334151916
o2347,0
o2348,0
o2349,0
o2350,2.50894467917222
o2351,0
o2352,0
o2353,0
o2354,0
o2355,0
o2356,0.896082188445693
o2357,0
o2358,0.110442055209135
o2359,0.050414412976329
o235,0
o2360,0
o2361,0.0431345915968491
o2362,0
o2363,0
o2364,0
o2365,0
o2366,0.370730416411183
o2368,0
o2369,0
o236,0.0480972879708284
o2370,0
o2371,0
o2372,0.533965763199489
o2373,0
o2374,0
o2375,0
o2376,0
o2377,5.66792458527511
o2378,0
o2379,0.365440639028604
o237,0.00482806251382611
o2380,0
o2381,0
o2382,8.26233342721849
o2383,1.70740515710064
o2384,0
o2385,0
o2386,0.00202522644744157
o2387,0
o2388,0
o2389,0
o238,0.00387581201645898
o2390,0
o2391,0.00472585892243691
o2392,0.153603137637641
o2393,0
o2394,0
o2395,0
o2396,0
o2397,0
o2398,0
o2399,0
o239,0
o23,0.358315001534014
o2400,0
o2401,0
o2402,0
o2403,0
o2404,0.22421922374751
o2405,0
o2406,0
o2407,0
o2408,0
o2409,0.159845529549364
o240,0.415701770544894
o2410,0
o2411,0
o2412,3.02155137799588
o2413,0.0231147626987211
o2414,0
o2416,0
o2417,0
o2418,0.588086827496001
o2419,0
o241,0
o2420,0
o2421,0
o2422,0
o2423,0
o2424,0
o2425,0
o2426,0.304062184266341
o2427,0
o2428,0
o2429,0
o242,0
o2430,0
o2431,0
o2432,0
o2433,0
o2434,0
o2435,0
o2436,0
o2437,0
o2438,0.421019476413114
o2439,0
o243,0
o2440,0
o2441,0.173237140932056
o2442,0
o2443,0
o2444,0
o2445,0.0522709683114962
o2447,0
o2448,0
o2449,0
o244,0.000849619171191163
o2450,0.450209244008498
o2451,1.11786094763967
o2452,0
o2453,0
o2454,0.102787717733862
o2455,0.000981203969040782
o2456,0
o2457,0
o2458,0.00264701869643927
o2459,0
o245,0
o2460,0
o2461,0
o2462,0
o2463,0
o2464,0.0641635109084446
o2465,0.135942582179948
o2466,0
o2467,0
o2468,0
o2469,0
o246,0
o2470,0.000693586810146689
o2471,0
o2472,0.00600270080127966
o2473,0
o2474,0.00190210081579264
o2475,0
o2476,0
o2477,0
o2478,0
o247,0
o2480,0.0626482788024418
o2481,0
o2482,2.26964438103093
o2483,0
o2484,0
o2486,0.52189811414165
o2488,0
o2489,0.339803026679621
o248,0
o2490,0
o2491,0.882356266258869
o2492,0
o2493,0
o2494,0
o2495,0.165829290581875
o2496,0.787767603432149
o2497,0
o2498,0
o2499,0
o249,0
o24,0
o2500,0
o2501,0.129964875974745
o2502,0.00240738001606641
o2503,0
o2504,0.000490325370224347
o2505,0
o2506,0
o2507,0
o2508,0.00830749770850231
o2509,8.47688148921185
o250,0
o2510,0
o2511,0
o2512,0
o2513,1.49221735070791
o2514,0.000693586810146689
o2515,0
o2516,0
o2518,0.379765066759855
o2519,0
o251,0
o2520,0
o2522,0
o2523,0.058229434278534
o2524,0
o2525,0.641072868775807
o2526,0
o2527,0
o2528,0
o252,0.0191843365244232
o2532,0.28775251217896
o2533,0
o2534,0
o2535,0.0399883616361048
o2536,9.3123762070137
o2537,0
o2538,0
o2539,0.000693586810146689
o253,0
o2540,0
o2541,11.6764402151443
o2542,0
o2543,0
o2544,0.15876077366004
o2545,0
o2546,0
o2547,0
o2548,0.439824249822103
o2549,0.0239425510870318
o254,0
o2551,0
o2552,2.77341821961165
o2553,0
o2554,0
o2555,0
o2556,0.00996191908179372
o2558,0.300159203710914
o2559,0.00857107030201713
o255,0
o2560,0
o2562,0
o2563,0.000693586810146689
o2564,0
o2565,0
o2566,0
o2567,0
o2568,0
o2569,0
o256,0.00109716543111909
o2570,0
o2571,0
o2572,0
o2573,7.11978531783939
o2574,0.000490325370224347
o2575,0.0191174862200189
o2576,0
o2577,0
o2578,0
o2579,0.478112009315969
o257,0
o2580,0
o2581,0.407954858293171
o2582,0
o2583,0.30481108556477
o2584,0
o2585,0
o2586,0.000490325370224347
o2587,0
o2588,0
o2589,0.789765325080251
o2590,0
o2591,0
o2592,0.0489872135195271
o2593,6.43743558323273
o2594,0
o2595,0
o2596,0
o2597,0
o2598,0
o2599,0
o259,0
o25,0.000490325370224347
o2600,0
o2601,0.479413923277605
o2602,0.0174558660679475
o2603,0
o2604,0
o2605,0.346010866767884
o2606,0.0185125542858131
o2607,0
o2608,0
o2609,0
o260,0
o2610,0
o2611,0.512654323083167
o2612,0
o2614,0.0496371861302433
o2615,0
o2616,0
o2617,0
o2618,0
o2619,0
o261,0
o2620,0
o2621,0
o2623,0
o2625,0
o2626,0.366743366754213
o2627,0
o2628,7.98712176288319
o262,0
o2631,0.00214133021872847
o2632,0
o2633,0
o2634,0
o2635,0
o2636,0.00129848356392237
o2637,0.0691509803209537
o2638,0
o2639,0.366384400443281
o263,0
o2640,0
o2641,0
o2642,3.61966967266929
o2643,0
o2644,0
o2645,5.98104121688621
o2646,0
o2647,0
o2648,0
o2649,0
o264,0.343840015106485
o2650,0
o2651,0.11784308072657
o2652,3.11664062903504
o2653,0
o2654,0
o2655,0
o2656,0
o2657,0
o2658,0
o2659,0.0242556218085255
o265,0
o2660,0.000490325370224347
o2661,0.0016283510648543
o2662,0
o2663,0
o2664,0.137787481215967
o2665,0.824748846645545
o2666,0.00329980267139084
o2667,0
o2668,0
o2669,0
o266,0
o2670,0
o2671,0
o2672,0.122220181133503
o2673,0.512686458449656
o2674,0
o2675,0
o2676,0.466968822977316
o2677,0
o2678,0
o2679,0
o2680,0.266692541603541
o2681,0
o2682,0
o2683,0
o2684,0
o2685,0
o2686,0
o2687,0
o2688,0.376322956787269
o2689,0.00778603789608886
o268,0
o2690,0
o2691,0
o2692,0
o2693,0
o2694,0
o2695,0
o2696,0.00417813616118326
o2697,0
o2698,0
o2699,0
o269,0
o26,0
o2700,0
o2701,0
o2702,0
o2703,0.231511068469385
o2705,0
o2706,0.429645898795399
o2708,0
o2709,0
o270,0.285000775363523
o2710,0
o2711,0
o2712,0
o2713,0
o2714,0.00844028375431769
o2715,0
o2716,0
o2717,0
o2718,6.69878952588894
o271,0.419940847165608
o2720,0
o2721,1.31033707042538
o2722,0
o2723,0
o2724,0
o2725,0
o2726,0
o2727,0
o2729,0
o272,3.00011207919754
o2730,0.000490325370224347
o2731,0
o2732,0
o2735,1.33979560596365
o2736,0
o2737,0
o2738,0
o2739,0
o273,0
o2741,0.305352674283795
o2742,0
o2743,0
o2744,0.392935546831012
o2745,0.0369060308206823
o2746,2.50584663534684
o2747,0
o2748,0
o2749,0.368752270718776
o2750,0
o2751,0.360782633049857
o2752,0
o2754,0
o2755,0
o2756,0
o2757,0
o2758,0
o2759,0.000490325370224347
o275,0
o2760,0.517188291297491
o2761,0
o2762,0.0449722912351977
o2763,7.74954774077036
o2764,1.18290156742946
o2765,0
o2766,0
o2767,0
o2768,0
o2769,0.224892284644117
o276,0.430112242040329
o2770,0.202851190586175
o2771,0
o2772,0.021640568914451
o2773,0.000849619173205433
o2774,0.384585680303522
o2775,0
o2776,0
o2777,0
o2778,0
o2779,0
o277,0.267919550840824
o2780,0.616672940112972
o2781,0
o2782,0
o2783,0
o2784,0
o2785,0
o2788,0
o2789,0
o278,0
o2790,0
o2791,0
o2792,0
o2793,0.000693586810146689
o2794,0
o2795,0
o2797,0
o2799,0
o279,0
o27,0
o2800,0
o2801,0
o2802,0.179643695380234
o2803,0
o2804,0
o2805,0.425222505802563
o2806,0
o2807,4.81927295304718
o2808,0.578751403872639
o2809,0.292810249932731
o280,0.310144380902031
o2810,0
o2811,0
o2812,0.396357416422049
o2813,0
o2814,0
o2815,0
o2816,0
o2817,0
o2819,0
o281,0
o2820,0
o2821,0
o2822,0
