gene,logp
o1522,0
o1523,0
o1524,0
o1525,0.00196462192575805
o1526,0
o1527,0
o1528,0
o1529,0.614589108732828
o152,0
o1530,0
o1531,0.475518411781959
o1532,0
o1533,0
o1534,0
o1535,0
o1536,0
o1537,0
o1538,0
o1539,0
o153,0
o1540,0.000490325370224347
o1541,0.365031672097682
o1542,0
o1543,0.36710666525417
o1544,0
o1545,2.38287351422545
o1546,0
o1547,0
o1548,0
o1549,0.328461604322116
o154,0
o1550,0
o1551,0
o1552,0
o1553,0.00196462192925578
o1554,0
o1555,0.0759536906059997
o1556,0
o1557,0
o1558,0
o155,0
o1560,0
o1561,0
o1562,0
o1563,0.00737979320158804
o1564,0.621910915509849
o1565,0
o1566,0
o1567,0
o1568,0
o156,0
o1570,0
o1571,0.00190210081398662
o1572,0
o1573,0
o1574,0.00724511020706269
o1575,0
o1576,0.018888536003063
o1577,0
o1578,0.00540145235017386
o1579,0
o157,0
o1580,0
o1581,0
o1582,0.000693586810146689
o1583,0
o1584,0.00138828029909907
o1585,0.00337261456936571
o1586,0.00155243673053699
o1587,0.203048135987344
o1588,0
o1589,0
o158,0.000490325370224347
o1590,0.00282424860281342
o1591,0.0144362892415433
o1592,0
o1593,0
o1594,0
o1595,0
o1596,0
o1597,0
o1599,0.00138828029909907
o159,0
o15,0
o1600,0
o1601,0
o1602,0
o1603,0
o1604,0
o1605,0
o1606,0
o1607,0
o1608,0.00598224849186394
o1609,0
o160,0
o1610,0
o1611,0
o1612,0
o1613,0
o1614,0
o1615,0
o1616,0
o1617,0.0243306334216702
o1618,0
o1619,0
o161,0.0166047667285924
o1621,0
o1622,0
o1623,0
o1624,0.264067252669432
o1625,0
o1626,0
o1627,0
o1628,0.332735792266391
o1629,0
o162,0
o1630,0
o1631,0
o1632,0
o1633,0
o1635,0
o1636,0
o1637,0.595357864514774
o1638,0
o1639,0
o163,0.000849619171191163
o1640,0
o1641,1.13192921397433
o1642,0.00120202915804565
o1643,0.000490325370224347
o1644,0
o1645,0
o1646,0
o1647,0
o1648,0
o1649,0.283835226678434
o164,0
o1650,0
o1651,0
o1652,0
o1653,0
o1654,0
o1655,0
o1656,2.23405756020834
o1657,0
o1658,0
o1659,0
o165,0.0105675580654831
o1660,0.00214133021551742
o1661,0
o1662,0
o1663,0.00454156287553296
o1664,0
o1665,0.00202522644659316
o1666,0
o1667,0.00384429037888543
o1668,0
o1669,0.883536705377659
o166,0
o1670,0
o1671,0.00805087652482774
o1672,0
o1673,0
o1674,0
o1675,0.00717684446423573
o1676,0
o1677,0
o1678,0
o1679,0
o167,0
o1680,0
o1681,0
o1682,0
o1683,0.463251288633625
o1684,0
o1685,0
o1686,0
o1687,0.0630229203705246
o1688,0
o1689,0.117999527222221
o168,0
o1690,0
o1691,0
o1692,0
o1693,0
o1694,0.665381146442877
o1695,0
o1696,0
o1697,0.0189628919436233
o1698,0
o1699,0
o169,0
o16,0
o1700,0.730846051632823
o1701,0
o1702,0.000490325370224347
o1703,0
o1704,0.378844588227872
o1705,0
o1706,0
o1707,0
o1708,0
o1709,0.0139571503291707
o170,0
o1710,0
o1711,0
o1712,0
o1713,0
o1714,0.279967162442358
o1716,0
o1717,0
o1718,0
o1719,0
o171,0
o1720,0.708023146374806
o1721,1.1557765308993
o1722,0.352229366459466
o1723,0
o1724,0
o1725,0.170927718619526
o1726,0
o1727,0
o1728,0
o1729,0.00667996404854384
o172,0
o1730,0
o1731,0
o1732,0
o1733,0
o1734,0
o1735,0
o1736,0.13785964144583
o1737,0
o1738,0
o1739,0.00585806594171568
o173,0
o1740,0.00177049257909684
o1741,0
o1742,0
o1743,0
o1744,0.631617161580179
o1745,0
o1746,0.00564515112906201
o1747,0
o1748,0
o1749,0
o174,0
o1750,0
o1751,0.0302152178072783
o1753,0
o1754,0
o1755,0.239992249625017
o1756,0
o1757,0
o1758,0
o1759,0
o175,0
o1760,0
o1761,0.124655259352528
o1762,6.17619373775606
o1763,0
o1764,0
o1765,0
o1766,2.2703537909674
o1767,0
o1768,0
o1769,0
o176,0
o1770,0
o1771,0
o1772,0
o1773,0
o1774,0
o1775,0
o1776,0
o1777,0.00759368395883135
o1778,0
o1779,0
o177,0
o1781,0
o1782,0.000981203969040782
o1784,0
o1785,0
o1786,0
o1787,0
o1788,0
o1789,0.028107321236763
o178,0.331762272025324
o1790,0
o1791,0.0344638404580888
o1792,0
o1793,2.55189628419437
o1794,0.00214133021551742
o1795,0
o1796,4.07003785804974
o1797,3.39932635506399
o1798,0.402300917195884
o1799,0
o179,0
o17,0.000849619175219703
o1800,0
o1801,0
o1802,0.0262263726128315
o1803,0
o1804,0.00138828030156913
o1805,0
o1806,0
o1807,0.420922748530096
o1808,0
o1809,0
o180,0
o1810,0
o1811,0
o1812,0
o1813,0.491255635858136
o1816,0
o1817,0
o1819,0.0272082903104205
o181,0
o1820,0
o1821,0
o1822,0
o1823,0
o1824,0
o1826,0
o1827,0.124014990613629
o1828,0.000849619171191163
o1829,0.00269240981038719
o182,0
o1830,0
o1831,0
o1832,0
o1833,0
o1834,0
o1835,0
o1836,0
o1838,0
o1839,0
o183,0
o1840,0
o1841,0
o1842,0.522688488269685
o1843,0
o1844,0
o1846,0
o1847,0
o1848,0
o1849,0
o184,0
o1850,0
o1851,0
o1852,0
o1853,0
o1854,0
o1855,0
o1856,0
o1857,0.463522735516409
o1858,0
o1859,0.021376665642828
o185,0.0437767099474343
o1860,0
o1861,0.000693586810146689
o1862,0
o1863,0.343613819852144
o1864,0
o1865,0
o1866,0
o1867,0
o1868,0
o1869,0
o186,0
o1870,0
o1871,0
o1872,0
o1873,0
o1874,0
o1875,0
o1876,0
o1877,0
o1878,0
o1879,0
o187,0
o1880,0
o1881,0
o1882,0
o1883,0
o1884,0
o1885,0
o1886,0
o1887,0
o1888,0.000693586810146689
o1889,0.393617859065855
o188,0
o1890,0
o1891,0
o1892,0
o1893,1.23075022825124
o1894,0
o1895,0
o1896,0
o1897,0.249368060955178
o1898,0
o1899,0.195833140449101
o189,0
o18,0
o1900,0
o1901,0
o1902,0
o1903,0
o1904,0
o1905,0.127859614417951
o1907,0
o1908,2.06305315463622
o1909,0
o190,0.000693586810146689
o1910,0.0188682093843718
o1911,0
o1912,0
o1913,0
o1914,7.86446108349612
o1915,0
o1916,0
o1917,0
o1918,0
o1919,0
o191,0
o1920,0.497939838000339
o1923,0
o1924,0.352444708479693
o1925,0
o1926,0
o1927,0.264991815108748
o1928,0
o1929,0
o192,0
o1930,0.000849619179248243
o1931,0
o1932,0
o1933,0
o1934,0.0077860378996897
o1935,0.0836187963862858
o1936,0
o1937,0
o1938,0.0898152369816995
o1939,0
o193,0.771034182013791
o1940,0
o1941,0
o1942,0
o1943,2.53883911119045
o1944,0
o1945,0
o1946,0
o1947,0
o1948,0.0016283510648543
o1949,0
o194,0
o1950,0
o1951,0
o1952,0
o1953,0.340449280970918
o1954,0
o1955,0
o1956,0.00120202915804565
o1957,0
o1958,0
o1959,0
o195,0.358259107233571
o1960,0
o1961,7.23816185125756
o1962,0
o1963,0.112194876162353
o1964,0
o1965,0
o1966,0
o1967,0
o1968,0
o1969,0
o1971,0.000693586810146689
o1972,0
o1973,0.371517428902657
o1974,0
o1975,0
o1976,2.41316850165442
o1977,0
o1978,0
o1979,0.189148703697803
o197,0
o1981,0
o1982,0
o1983,0
o1984,0
o1985,0
o1986,0
o1987,0
o1988,0
o1989,0
o198,0
o1990,0
o1991,0
o1992,0
o1993,0
o1994,0
o1995,0
o1996,0
o1997,0
o1998,0
o1999,0.293046624836524
o199,0
o19,0
o1,0
o2000,0
o2001,0
o2002,0.0081574949034458
o2003,0
o2004,0
o2005,0
o2006,0.00577382391934469
o2007,0.00290885411788512
o2008,0
o2009,0
o200,0
o2010,0
o2011,0
o2012,0
o2013,0
o2014,0.584588985446799
o2015,0
o2016,0
o2017,0
o2018,0
o2019,0
o201,0
o2020,0
o2021,0.0115050525660555
o2022,0.0516821544797348
o2023,0
o2024,0
o2025,0
o2027,0
o2028,0
o2029,0
o202,0
o2030,0
o2031,0
o2032,0
o2033,0
o2034,0
o2035,0.308698551460345
o2036,0
o2037,0
o2038,0.0548490233779479
o2039,0
o203,0
o2040,0.607323312194693
o2041,0.00820277579323953
o2042,0
o2043,0
o2044,0.312451071573596
o2045,0
o2046,0
o2047,0
o2048,0
o2049,0.000693586810146689
o204,0
o2050,0
o2051,0
o2052,0
o2053,0
o2054,0
o2055,0
o2056,0
o2057,0.0342683685652019
o2058,0
o2059,5.27917465780683
o205,0
o2060,0
o2061,0.000981203969040782
o2062,0
o2063,0
o2064,0
o2065,0
o2066,0
o2067,0
o2068,0.00250596303020734
o2069,0
o206,0
o2070,0
o2071,0.980017044581107
o2072,0
o2073,0
o2074,0.285135270745185
o2075,0
o2076,0
o2077,0
o2078,0
o2079,0.315756895496207
o2080,0
o2081,0
o2082,0
o2083,0
o2084,0
o2085,0
o2086,0
o2087,0
o2090,0
o2091,0
o2092,0
o2093,7.2988059329149
o2094,0.587304326220527
o2095,1.87731867825851
o2096,0
o2097,0
o2098,0
o2099,0
o20,0.16841437724683
o2100,0
o2101,0
o2102,0.00120202915804565
o2103,0.00844028375265324
o2104,0
o2105,0
o2106,0
o2107,0.0112528046595436
o2108,0
o2109,0
o210,0.0300303533447028
o2110,0
o2111,0
o2112,0
o2114,0
o2115,0.149851693152528
o2116,0
o2117,0
o2119,0.437557491048098
o211,0
o2120,0
o2121,0
o2122,0.696329054126461
o2123,0.00190210081579264
o2124,0
o2125,0
o2126,0
o2127,0.000693586849603973
o2128,0
o2129,0.0254158855409902
o212,0
o2130,0.281717672297392
o2131,0
o2132,0
o2133,0
o2134,0
o2135,0
o2136,0
o2137,0
o2138,0
o2139,0.000490325398111812
o213,0
o2140,0
o2141,0
o2142,0
o2143,0.380990656918115
o2144,0.218173722879509
o2145,0
o2146,0
o2147,0
o2148,0
o2149,0
o2150,0
o2151,0
o2152,0.374710958510415
o2153,0
o2154,0
o2155,0
o2156,0
o2157,0
o2158,0
o2159,0
o215,0
o2160,0
o2161,0
o2162,0
o2163,0
o2164,0
o2165,0
o2166,0.000490325370224347
o2167,0
o2168,0
o2169,0
o216,0
o2170,0
o2171,0.0058789415379861
o2172,0
o2173,0
o2174,0.00120202915804565
o2175,0
o2176,0
o2177,0
o2178,0
o2179,0
o217,0
o2180,0
o2181,0.793706309987398
o2182,0.00109716543736363
o2183,0
o2184,0.251040844440538
o2185,0
o2186,0
o2187,0
o2189,0
o218,0
o2190,0
o2191,0.0145840229101956
o2192,0
o2193,0
o2194,0.704151153024673
o2196,0
o2197,1.16451936365088
o2198,0
o2199,6.53129300727166
o219,0.210151282590588
o21,0
o2200,0
o2201,0
o2202,0.310154062780741
o2203,0.0382315200743438
o2204,0
o2205,6.01993583556717
o2206,0
o2207,0
o2208,0
o2209,0
o220,0
o2210,0
o2211,0
o2212,0
o2213,0
o2214,0.00303138066711711
o2215,0
o2216,0
o2217,0.0197958996966012
o2218,0
o2219,0
o221,5.54300899252833
o2220,0
o2221,0
o2222,8.1474134367517
o2223,0.254203990277755
o2224,0
o2225,0.00162835106063917
o2226,0.00109716543111909
o2227,0
o2228,0
o2229,0
o222,0
o2230,0
o2231,0
o2232,0
o2233,0
o2234,0
o2235,0
o2236,0
o2237,0
o2238,0.000693586849603973
o2239,0
o223,0
o2240,0
o2241,0
o2242,0
o2243,0
o2244,0
o2245,0.0028242486015932
o2246,0
o2247,0.00823282849370898
o2248,0
o2249,0
o224,0
o2250,0
o2251,0
o2252,0
o2253,0
o2254,0.00214133021872847
o2255,3.58503954214575
o2256,0
o2257,0
o2258,0
o225,0
o2260,0
o2261,0
o2262,0
o2263,0.00255383972205314
o2264,0
o2265,0
o2266,0
o2267,0
o2268,0
o2269,0
o226,0
o2270,0.0020840812231177
o2271,0
o2272,0
o2273,0
o2274,0.345242627624509
o2275,0
o2276,0
o2277,0.841426383114068
o2278,0
o2279,0
o227,0.0507714228406827
o2280,0.00354818617889917
o2281,0
o2282,0
o2283,3.28837740248614
o2284,0
o2285,1.76015158292155
o2286,0
o2287,0
o2288,0.0212132127452243
o2289,0
o228,0
o2290,0.430705037265686
o2291,0
o2292,0.922316130714518
o2293,0
o2294,0
o2295,0
o2296,0
o2297,0
o2298,0.101132707263437
o2299,0
o229,0
o22,0
o2300,0.133428315337442
o2301,0.886163926653138
o2302,0
o2303,0
o2305,0
o2306,0
o2307,1.88097222323978
o2308,0
o2309,0
o230,0
o2310,0
o2311,0
o2312,0.0106262879698316
o2313,0
o2314,0
o2315,0
o2316,0
o2318,0
o2319,0
o231,0
o2320,0
o2321,0
o2322,0
o2323,0
o2324,0.016589467289502
o2325,0.00519372638617257
o2326,0
o2327,0
o2328,0
o2329,0.287641220666217
o2330,0
o2331,0.393740478002749
o2332,0
o2333,0
o2334,0
o2335,0
o2336,0
o2337,0.285768656542625
o2338,0
o2339,0
o233,0
o2340,1.59857442166153
o2341,0
o2342,0.382597956050997
o2343,0
o2344,1.97455263748521
o2345,0
o2346,0
o2347,0
o2348,0
o2349,0
o234,0.000490325398111812
o2351,0
o2352,0
o2353,0
o2354,0
o2355,0.360785645188548
o2356,0
o2357,1.912758520824
o2358,0
o2359,0
o235,0.334025301150815
o2360,0.26948624223746
o2361,0
o2362,0
o2363,0
o2364,0
o2365,1.32049361610614
o2366,0
o2367,0
o2368,0.00371556621812098
o2369,0
o236,0
o2370,0
o2371,0
o2372,0
o2373,0
o2374,0
o2375,0.0178670513146935
o2376,1.5879140259289
o2377,0
o2378,0
o2379,0
o237,0
o2380,0
o2381,0
o2382,8.28439783372214
o2383,0
o2384,0.00196462192226032
o2385,0
o2386,0.00240738001606641
o2387,0
o2388,0.136672194492914
o2389,0.00446028551911661
o238,0
o2390,0
o2391,0.162497734747022
o2392,0.181026687116304
o2393,0
o2394,0.368017218394604
o2395,0
o2396,0
o2397,0.27412871197391
o2398,0
o2399,0
o239,0
o23,0.348415033296565
o2400,0
o2401,0
o2402,0
o2403,0
o2404,0
o2405,0
o2406,0.000490325342336834
o2407,0.400308414961636
o2408,0
o2409,0
o240,0.269199927598658
o2410,0
o2411,0
o2412,0
o2413,0
o2414,0.0103173725511005
o2415,0
o2416,0.268884887974594
o2417,0
o2418,0.0022514963021264
o2419,0.0047258589231708
o241,0
o2420,0
o2421,1.5840317607166
o2422,0
o2423,0
o2424,0
o2425,0.32821807561154
o2426,0
o2427,0
o2428,0.00492818105293298
o2429,0
o242,0
o2430,0
o2431,0
o2432,0
o2433,0
o2435,0
o2436,0
o2437,0.244292459015513
o2438,0.420531510361822
o2439,0.000849619187305276
o243,0
o2440,0
o2442,0
o2443,0
o2444,0.000490325370224347
o2446,0
o2447,0
o2448,0.00420719004141328
o2449,0.585674977836882
o244,0.000849619171191163
o2450,0
o2451,0
o2452,0
o2453,0
o2454,0.153014735639216
o2455,0.0203587276612775
o2456,0
o2457,0
o2458,0
o2459,0
o245,0
o2460,0.376332569594655
o2461,0
o2462,0
o2463,3.16773269803491
o2464,0
o2465,0
o2466,0.449958175319631
o2467,0
o2468,0
o2469,0
o246,0
o2470,0
o2471,0.000490325370224347
o2472,0
o2473,0
o2474,0.000490325370224347
o2475,0
o2477,0
o2478,0
o2479,0
o247,0
o2480,0.00162835106063917
o2481,0
o2482,0
o2483,0
o2484,0
o2485,0
o2486,0.511765401507711
o2487,0.564916259086221
o2488,0
o2489,0
o248,0
o2490,2.37374322716716
o2491,0
o2492,0.00664308431307345
o2494,0
o2496,0
o2497,0
o2498,0
o2499,0
o249,0
o24,0.347532811708745
o2500,0
o2501,0
o2502,0.00219709866110692
o2503,0
o2504,2.0400832230341
o2505,0
o2506,0
o2507,0
o2508,0
o2509,0
o250,0
o2510,0
o2511,0
o2512,0
o2513,1.46511318507069
o2514,0
o2515,0.0138485301227916
o2516,0
o2517,0
o2518,0
o2519,0
o251,0
o2520,0
o2521,0
o2522,0
o2523,0.0571807896688092
o2524,0
o2525,0.531020064017971
o2526,0
o2527,1.23548370107255
o2528,0
o2529,0
o252,0
o2530,0.0394761494402513
o2531,0.270246686151857
o2532,0
o2533,0
o2534,0
o2535,0
o2536,9.31713003152993
o2537,0
o2538,0
o2539,0
o253,0.000490325370224347
o2540,0.270285543093155
o2541,0
o2542,0
o2543,0
o2544,0
o2545,0
o2546,0
o2547,0
o2548,0
o2549,0
o254,0
o2550,0
o2551,3.24084517841699
o2552,0
o2553,0
o2554,0
o2555,0
o2556,3.59744003280143
o2557,10.5904711778166
o2559,0
o255,0
o2560,0
o2561,7.31022320587924
o2562,0
o2563,0
o2564,0
o2565,0
o2566,0
o2568,0
o2569,0
o256,0.243231515120471
o2570,0
o2571,0
o2572,0
o2573,0.000490325370224347
o2574,3.87694418395424
o2575,0
o2576,0
o2577,0.0460775719566804
o2578,0
o2579,0
o257,0
o2580,0
o2581,0.407954858293171
o2582,0
o2583,0
o2584,0
o2585,0
o2586,0
o2587,0
o2588,0.00235655567465515
o2589,0.00606365221002919
o258,0.114585853235597
o2591,0.0380640519897439
o2592,0
o2593,6.43744008305224
o2594,0
o2595,0
o2596,0
o2597,0
o2598,0.0248078532477668
o2599,0
o259,0
o25,0
o2600,0
o2601,0.479413923277605
o2602,0
o2603,0
o2604,0
o2605,0
o2606,0
o2607,0
o2608,0
o2609,0
o260,0
o2610,0.00549129807846863
o2611,0
o2612,0
o2613,0
o2614,0
o2615,0
o2616,0
o2617,0
o2618,0
o2619,0
o261,0
o2620,0
o2621,0
o2622,0
o2623,0
o2624,0.000490325370224347
o2625,7.19814581396485
o2626,0
o2627,0.580276262507047
o2628,0
o2629,2.58609023058666
o262,0
o2630,0
o2631,0
o2632,0
o2633,0
o2634,0
o2635,0
o2636,0.00230461999801068
o2637,0.398589779823524
o2638,0.00519372638751028
o2639,0
o263,0
o2640,0.0168326799038377
o2641,0
o2642,0
o2643,0
o2644,0
o2645,0.00329980267139084
o2646,0
o2647,0.356001245391891
o2648,0
o2649,0
o264,1.42380352697796
o2650,0
o2651,0
o2653,0
o2654,0
o2655,0
o2656,0.960255494737881
o2658,0
o2659,0.429071448747883
o265,0.0358167211708226
o2660,0
o2661,0.000693586810146689
o2662,0
o2663,0
o2664,0
o2665,0
o2666,0.00581609445038762
o2667,0
o2668,0
o2669,0
o266,0
o2670,0.0807766648458661
o2671,0
o2672,0.00214133021872847
o2673,0.0225989247460972
o2674,0
o2675,0
o2676,0.0230923129213015
o2677,0
o2678,0
o2679,0
o267,0
o2680,0.266443834371925
o2681,0
o2682,0
o2683,0.00286686041909962
o2684,0
o2685,0
o2686,0
o2687,0
o2688,0.0423931890276375
o2689,0.00598224848953486
o268,0
o2690,0
o2691,0
o2692,0
o2693,0
o2694,0.00696813426303531
o2695,0
o2696,0.00155243673053699
o2697,0
o2698,0
o2699,0
o269,1.56355863767939
o26,0
o2700,0
o2701,0
o2702,0
o2703,0.231719113450268
o2704,0
o2705,0
o2706,0.00240738001606641
o2707,0
o2708,0.00155243673495714
o2709,0
o270,0
o2710,0
o2711,4.10914111710044
o2712,0
o2713,0
o2714,0
o2715,0
o2716,2.58478113520191
o2717,0
o2718,0
o2719,0.381197333539074
o271,0
o2720,0
o2721,0
o2722,0
o2723,0
o2724,0
o2725,0
o2726,0
o2727,0
o2728,0
o2729,0
o272,0.000849619171191163
o2730,0.00155243673053699
o2731,0
o2732,0
o2733,0
o2734,4.12944316824919
